Attard,ATD,35.8917,14.4319
Balzan,BZN,35.8972,14.4528
Birgu,BRG,35.8861,14.5242
Birkirkara,BKR,35.8972,14.4653
Birżebbuġa,BBG,35.8222,14.5228
Bormla,BML,35.8806,14.5217
Dingli,DGL,35.8597,14.3833
Fgura,FGR,35.8728,14.5203
Floriana,FRN,35.8917,14.5042
Fontana,FNT,36.0375,14.2361
Għajnsielem,GSM,36.0267,14.2861
Kemmuna,KMN,36.0267,14.2861
Għarb,GRB,36.0681,14.2014
Għargħur,GHR,35.9236,14.455
Għasri,GSR,36.0653,14.2217
Għaxaq,GXQ,35.8458,14.5167
Gudja,GDJ,35.8514,14.5033
Gżira,GZR,35.9056,14.4928
Ħamrun,HMR,35.8869,14.4883
Iklin,IKL,35.9097,14.4556
Mdina,MDN,35.8872,14.4053
Mġarr,MGR,35.9194,14.3639
Mqabba,MQB,35.845,14.4675
Msida,MSD,35.8986,14.4839
Mtarfa,MTF,35.8906,14.3972
Isla,ISL,35.8878,14.5169
Kalkara,KKR,35.8911,14.5328
Smart City,SCM,35.8911,14.5328
Kerċem,KCM,36.0439,14.2161
Kirkop,KKP,35.8442,14.4842
Lija,LJA,35.9014,14.4422
Luqa,LQA,35.8597,14.4833
Marsa,MRS,35.8764,14.4922
MaltaPost,MTP,35.8764,14.4922
Marsaskala,MSK,35.8606,14.5592
Marsaxlokk,MXK,35.8417,14.5514
Mellieħa,MLH,35.9583,14.3514
Mosta,MST,35.9125,14.4208
Munxar,MXR,36.0292,14.2256
Xlendi,XLN,36.0292,14.2256
Nadur,NDR,36.0486,14.2944
Naxxar,NXR,35.9333,14.4375
Paola,PLA,35.8736,14.5061
Pembroke,PBK,35.9306,14.4764
Pietà,PTA,35.8925,14.4939
Qala,QLA,36.0375,14.3167
Qormi,QRM,35.8792,14.4667
Qrendi,QRD,35.8319,14.4514
Rabat,RBT,35.8826,14.3978
Victoria,VCT,36.0453,14.2417
Safi,SFI,35.8347,14.4917
San Ġwann,SGN,35.9089,14.475
Saint Julians,STJ,35.9172,14.4894
San Lawrenz,SLZ,36.0486,14.1978
Santa Luċija,SLC,35.8617,14.5064
Saint Paul's Bay,SPB,35.9375,14.3986
Santa Venera,SVR,35.8903,14.4778
Sannat,SNT,36.0231,14.2514
Siġġiewi,SGW,35.8486,14.4264
Sliema,SLM,35.9125,14.5022
Swieqi,SWQ,35.9217,14.4694
Tarxien,TXN,35.8667,14.5131
Ta' Xbiex,XBX,35.8994,14.4961
Valletta,VLT,35.8983,14.5125
Xagħra,XRA,36.0542,14.2667
Xewkija,XWK,36.0333,14.2611
Xgħajra,XJR,35.8847,14.5486
Żabbar,ZBR,35.875,14.5417
Żebbuġ,ZBG,35.8736,14.4361
Marsalforn,MFN,36.0667,14.2444
Żebbuġ,ZBB,36.0667,14.2444
Żejtun,ZTN,35.8578,14.5333
Żurrieq,ZRQ,35.8222,14.4833
